bus0,carrier,p_nom_opt
AL1 0,H2 Electrolysis,6.421418990831739e-08
AL1 0,H2 Fuel Cell,5.1259694604129616e-09
AL1 0,H2 turbine,1.976778923336419e-08
AL1 0,photocatalysis,1.6028932976015378e-08
AT1 0,H2 Electrolysis,2.32477101448571e-08
AT1 0,H2 Fuel Cell,5.833212948957964e-09
AT1 0,H2 turbine,2.1908108906625545e-08
AT1 0,photocatalysis,6.637440431984365e-09
AT1 1,H2 Electrolysis,6.563990194072855e-08
AT1 1,H2 Fuel Cell,5.516106816368947e-09
AT1 1,H2 turbine,2.1059545790599382e-08
AT1 1,photocatalysis,6.3216038327104815e-09
AT1 2,H2 Electrolysis,2.2762946999629942e-08
AT1 2,H2 Fuel Cell,5.849191629856243e-09
AT1 2,H2 turbine,2.1879616970695458e-08
AT1 2,photocatalysis,6.489125571269646e-09
BA1 0,H2 Electrolysis,4.101880181057652e-08
BA1 0,H2 Fuel Cell,5.334628434307976e-09
BA1 0,H2 turbine,1.9779613728486324e-08
BA1 0,photocatalysis,9.789401448977162e-09
BE1 0,H2 Electrolysis,0.015790767541676527
BE1 0,H2 Fuel Cell,5.5743487956937535e-09
BE1 0,H2 turbine,2.701105290433984e-08
BE1 0,photocatalysis,5.631756744065067e-09
BE1 1,H2 Electrolysis,0.0192082714341183
BE1 1,H2 Fuel Cell,5.6836377611036384e-09
BE1 1,H2 turbine,2.607058052194132e-08
BE1 1,photocatalysis,5.440422141265067e-09
BE1 2,H2 Electrolysis,1.8083420069010959e-07
BE1 2,H2 Fuel Cell,5.891207139684941e-09
BE1 2,H2 turbine,3.192126536782188e-08
BE1 2,photocatalysis,5.618520962086557e-09
BE1 3,H2 Electrolysis,0.004331517178822556
BE1 3,H2 Fuel Cell,5.77051286971356e-09
BE1 3,H2 turbine,2.867853909960401e-08
BE1 3,photocatalysis,5.553026726025661e-09
BG1 0,H2 Electrolysis,1.0754160635589041e-06
BG1 0,H2 Fuel Cell,5.152304534909957e-09
BG1 0,H2 turbine,2.0385398166570877e-08
BG1 0,photocatalysis,1.377898436198557e-08
CH1 0,H2 Electrolysis,4.4640871144147224e-08
CH1 0,H2 Fuel Cell,5.35344563798775e-09
CH1 0,H2 turbine,1.979762494287376e-08
CH1 0,photocatalysis,6.656783799062122e-09
CH1 1,H2 Electrolysis,3.1644992253799904e-08
CH1 1,H2 Fuel Cell,5.3081701767300494e-09
CH1 1,H2 turbine,1.9781161606515942e-08
CH1 1,photocatalysis,7.2219902452592206e-09
CZ1 0,H2 Electrolysis,2.0121362457873726e-08
CZ1 0,H2 Fuel Cell,6.262036267051494e-09
CZ1 0,H2 turbine,2.483593973392626e-08
CZ1 0,photocatalysis,5.6143611655020355e-09
CZ1 1,H2 Electrolysis,2.4050354980222718e-08
CZ1 1,H2 Fuel Cell,6.127986272006464e-09
CZ1 1,H2 turbine,2.428171978308451e-08
CZ1 1,photocatalysis,5.614478046760179e-09
CZ1 2,H2 Electrolysis,1.943813611657847e-08
CZ1 2,H2 Fuel Cell,6.387671709592066e-09
CZ1 2,H2 turbine,2.506462537830497e-08
CZ1 2,photocatalysis,5.706426713380717e-09
DE1 0,H2 Electrolysis,2.5703150698151455e-08
DE1 0,H2 Fuel Cell,5.8575255666927095e-09
DE1 0,H2 turbine,2.6692286300668347e-08
DE1 0,photocatalysis,5.8503482663633154e-09
DE1 1,H2 Electrolysis,3.784631546708157e-08
DE1 1,H2 Fuel Cell,5.826252841968132e-09
DE1 1,H2 turbine,2.580320383815132e-08
DE1 1,photocatalysis,5.396147607437867e-09
DE1 10,H2 Electrolysis,2.456030665013742e-08
DE1 10,H2 Fuel Cell,6.241852065867032e-09
DE1 10,H2 turbine,2.648027309361341e-08
DE1 10,photocatalysis,5.4579652252250585e-09
DE1 11,H2 Electrolysis,3.345072781024621e-08
DE1 11,H2 Fuel Cell,5.7859862195105025e-09
DE1 11,H2 turbine,2.6356994196552484e-08
DE1 11,photocatalysis,5.235097228785048e-09
DE1 12,H2 Electrolysis,0.1043641290341173
DE1 12,H2 Fuel Cell,5.706765601631952e-09
DE1 12,H2 turbine,2.5676334424153047e-08
DE1 12,photocatalysis,5.071893429838477e-09
DE1 13,H2 Electrolysis,2.6599161427049382e-08
DE1 13,H2 Fuel Cell,5.767749028228091e-09
DE1 13,H2 turbine,2.4702761777958144e-08
DE1 13,photocatalysis,6.171295997156636e-09
DE1 14,H2 Electrolysis,2.1298885104044092e-08
DE1 14,H2 Fuel Cell,5.795387585235609e-09
DE1 14,H2 turbine,2.5655029576698018e-08
DE1 14,photocatalysis,6.131578354274301e-09
DE1 15,H2 Electrolysis,2.137140026812803e-08
DE1 15,H2 Fuel Cell,5.9162696008496276e-09
DE1 15,H2 turbine,2.562990047015466e-08
DE1 15,photocatalysis,5.482786646881325e-09
DE1 16,H2 Electrolysis,3.1961139278755954e-08
DE1 16,H2 Fuel Cell,5.789237983748149e-09
DE1 16,H2 turbine,2.5653393993028884e-08
DE1 16,photocatalysis,5.775662517877544e-09
DE1 17,H2 Electrolysis,5.5923677632017e-08
DE1 17,H2 Fuel Cell,5.767680347299532e-09
DE1 17,H2 turbine,2.3545839511147593e-08
DE1 17,photocatalysis,6.352762096093052e-09
DE1 18,H2 Electrolysis,2.5902749591263527e-08
DE1 18,H2 Fuel Cell,5.8757541720313305e-09
DE1 18,H2 turbine,2.471173015744169e-08
DE1 18,photocatalysis,5.786461781889622e-09
DE1 19,H2 Electrolysis,2.907008149520982e-08
DE1 19,H2 Fuel Cell,5.884884906816839e-09
DE1 19,H2 turbine,2.578662606025069e-08
DE1 19,photocatalysis,5.26672276806189e-09
DE1 2,H2 Electrolysis,2.705956794951547e-08
DE1 2,H2 Fuel Cell,5.714037061901505e-09
DE1 2,H2 turbine,2.6546823449730717e-08
DE1 2,photocatalysis,5.40408569193633e-09
DE1 20,H2 Electrolysis,2.8660830285645622e-08
DE1 20,H2 Fuel Cell,5.829822504163388e-09
DE1 20,H2 turbine,2.658188567696923e-08
DE1 20,photocatalysis,5.2987929147062085e-09
DE1 21,H2 Electrolysis,0.0081142878006661
DE1 21,H2 Fuel Cell,5.564670925296585e-09
DE1 21,H2 turbine,2.5718920792110098e-08
DE1 21,photocatalysis,5.312772826041951e-09
DE1 22,H2 Electrolysis,2.4196505668878585e-08
DE1 22,H2 Fuel Cell,5.799780337882023e-09
DE1 22,H2 turbine,2.5408518044614537e-08
DE1 22,photocatalysis,5.92610601605447e-09
DE1 3,H2 Electrolysis,3.115819448459782e-08
DE1 3,H2 Fuel Cell,5.796073700184172e-09
DE1 3,H2 turbine,2.383882161763745e-08
DE1 3,photocatalysis,6.143773776534265e-09
DE1 4,H2 Electrolysis,2.477682789654998e-08
DE1 4,H2 Fuel Cell,6.2078272485715935e-09
DE1 4,H2 turbine,2.603213346573389e-08
DE1 4,photocatalysis,5.413941732572635e-09
DE1 5,H2 Electrolysis,0.0666952567446152
DE1 5,H2 Fuel Cell,5.775566881901878e-09
DE1 5,H2 turbine,2.65907656789822e-08
DE1 5,photocatalysis,5.133272063306462e-09
DE1 6,H2 Electrolysis,2.228793729810563e-08
DE1 6,H2 Fuel Cell,5.292295147195657e-09
DE1 6,H2 turbine,2.0168113368475835e-08
DE1 6,photocatalysis,6.5038100778920204e-09
DE1 7,H2 Electrolysis,3.006513620734321e-08
DE1 7,H2 Fuel Cell,6.004046827570204e-09
DE1 7,H2 turbine,2.5787686917729187e-08
DE1 7,photocatalysis,5.451248588002953e-09
DE1 8,H2 Electrolysis,0.05562159622680421
DE1 8,H2 Fuel Cell,5.6830801108452835e-09
DE1 8,H2 turbine,2.6416858448016996e-08
DE1 8,photocatalysis,5.177054089416842e-09
DE1 9,H2 Electrolysis,3.1564184639193035e-08
DE1 9,H2 Fuel Cell,6.1726251297243305e-09
DE1 9,H2 turbine,2.60794957131087e-08
DE1 9,photocatalysis,5.45486460301459e-09
DK1 0,H2 Electrolysis,0.4035662906064255
DK1 0,H2 Fuel Cell,5.396094022473139e-09
