bus0,carrier,p_nom_opt
AL1 0,H2 Electrolysis,8.139688203698747e-08
AL1 0,H2 Fuel Cell,4.623744266007916e-09
AL1 0,H2 turbine,1.625516515076024e-08
AL1 0,photocatalysis,8.048146751669689e-09
AT1 0,H2 Electrolysis,2.361489704104349e-08
AT1 0,H2 Fuel Cell,5.319537377937925e-09
AT1 0,H2 turbine,1.870096787608492e-08
AT1 0,photocatalysis,4.674391358335132e-09
AT1 1,H2 Electrolysis,1.809755063436226e-07
AT1 1,H2 Fuel Cell,5.091966265110446e-09
AT1 1,H2 turbine,1.815649409214308e-08
AT1 1,photocatalysis,4.500304469866365e-09
AT1 2,H2 Electrolysis,2.6581669591406033e-08
AT1 2,H2 Fuel Cell,5.330860238264484e-09
AT1 2,H2 turbine,1.86649687235584e-08
AT1 2,photocatalysis,4.548965221878305e-09
BA1 0,H2 Electrolysis,4.5094311260528465e-08
BA1 0,H2 Fuel Cell,4.850791345479103e-09
BA1 0,H2 turbine,1.6272737563487482e-08
BA1 0,photocatalysis,6.045947954171295e-09
BE1 0,H2 Electrolysis,0.018181865721471225
BE1 0,H2 Fuel Cell,5.0805665775278e-09
BE1 0,H2 turbine,2.4809102128110372e-08
BE1 0,photocatalysis,4.151801223659204e-09
BE1 1,H2 Electrolysis,0.02111411299100274
BE1 1,H2 Fuel Cell,5.215220962350312e-09
BE1 1,H2 turbine,2.380404834449995e-08
BE1 1,photocatalysis,4.03539822237438e-09
BE1 2,H2 Electrolysis,3.29838247786889e-07
BE1 2,H2 Fuel Cell,5.409513110049371e-09
BE1 2,H2 turbine,3.0847281499296056e-08
BE1 2,photocatalysis,4.141648354708402e-09
BE1 3,H2 Electrolysis,0.005681016563694833
BE1 3,H2 Fuel Cell,5.300201743178454e-09
BE1 3,H2 turbine,2.6953081348007234e-08
BE1 3,photocatalysis,4.096364488680397e-09
BG1 0,H2 Electrolysis,0.00212259012930807
BG1 0,H2 Fuel Cell,4.653673069034981e-09
BG1 0,H2 turbine,1.7325078403627584e-08
BG1 0,photocatalysis,7.513586166411508e-09
CH1 0,H2 Electrolysis,5.145954942049211e-08
CH1 0,H2 Fuel Cell,4.910300750962865e-09
CH1 0,H2 turbine,1.6382903609242073e-08
CH1 0,photocatalysis,4.673865292742264e-09
CH1 1,H2 Electrolysis,3.0618702219122734e-08
CH1 1,H2 Fuel Cell,4.849317667782378e-09
CH1 1,H2 turbine,1.6335501945319545e-08
CH1 1,photocatalysis,5.018945075417617e-09
CZ1 0,H2 Electrolysis,1.831575564268739e-08
CZ1 0,H2 Fuel Cell,5.858858728546613e-09
CZ1 0,H2 turbine,2.2008435968623545e-08
CZ1 0,photocatalysis,4.120899526885213e-09
CZ1 1,H2 Electrolysis,2.499299559426921e-08
CZ1 1,H2 Fuel Cell,5.7584692063728385e-09
CZ1 1,H2 turbine,2.1748613084345106e-08
CZ1 1,photocatalysis,4.106546119658344e-09
CZ1 2,H2 Electrolysis,1.6815411529421133e-08
CZ1 2,H2 Fuel Cell,6.017530216955409e-09
CZ1 2,H2 turbine,2.2377774797429587e-08
CZ1 2,photocatalysis,4.1657015213217316e-09
DE1 0,H2 Electrolysis,2.19405945074499e-08
DE1 0,H2 Fuel Cell,5.4432693667232785e-09
DE1 0,H2 turbine,2.4474876733548362e-08
DE1 0,photocatalysis,4.279845608349481e-09
DE1 1,H2 Electrolysis,3.996028733696102e-08
DE1 1,H2 Fuel Cell,5.46164917415761e-09
DE1 1,H2 turbine,2.3326023450053742e-08
DE1 1,photocatalysis,4.018029085622266e-09
DE1 10,H2 Electrolysis,2.3761586386080716e-08
DE1 10,H2 Fuel Cell,5.909110781516094e-09
DE1 10,H2 turbine,2.5073578701320216e-08
DE1 10,photocatalysis,4.051166789975787e-09
DE1 11,H2 Electrolysis,2.4599897236630835e-08
DE1 11,H2 Fuel Cell,5.371340797764682e-09
DE1 11,H2 turbine,2.4222841749031808e-08
DE1 11,photocatalysis,3.913862960919864e-09
DE1 12,H2 Electrolysis,0.12147484512772846
DE1 12,H2 Fuel Cell,5.2143102407961136e-09
DE1 12,H2 turbine,2.3451513813778812e-08
DE1 12,photocatalysis,3.6238675443071253e-09
DE1 13,H2 Electrolysis,2.5703539780702507e-08
DE1 13,H2 Fuel Cell,5.3401629434111276e-09
DE1 13,H2 turbine,2.1980821651546656e-08
DE1 13,photocatalysis,4.443111643991475e-09
DE1 14,H2 Electrolysis,1.8378427088606642e-08
DE1 14,H2 Fuel Cell,5.365864593786478e-09
DE1 14,H2 turbine,2.264512151661882e-08
DE1 14,photocatalysis,4.451760536226085e-09
