bus0,carrier,p_nom_opt
IT1 10,photocatalysis,9.627958217701156e-09
IT1 11,H2 Electrolysis,0.046856497163486444
IT1 11,H2 Fuel Cell,4.978178209568559e-09
IT1 11,H2 turbine,1.9153834553557184e-08
IT1 11,photocatalysis,1.142549334960836e-07
IT1 12,H2 Electrolysis,2.2106037404221005e-08
IT1 12,H2 Fuel Cell,5.3882757700872244e-09
IT1 12,H2 turbine,1.9174745142487137e-08
IT1 12,photocatalysis,9.747911046228872e-09
IT1 13,H2 Electrolysis,2.3560235380408852e-08
IT1 13,H2 Fuel Cell,5.808682092026419e-09
IT1 13,H2 turbine,1.926402150812986e-08
IT1 13,photocatalysis,8.341081328077808e-09
IT1 2,H2 Electrolysis,2.4212721723576155e-08
IT1 2,H2 Fuel Cell,5.69824908307426e-09
IT1 2,H2 turbine,1.9333315551728466e-08
IT1 2,photocatalysis,9.047259841131065e-09
IT1 3,H2 Electrolysis,0.007222402817347706
IT1 3,H2 Fuel Cell,5.460815850482726e-09
IT1 3,H2 turbine,1.9302518105489804e-08
IT1 3,photocatalysis,1.4332302526164543e-08
IT1 4,H2 Electrolysis,0.0031562259568266105
IT1 4,H2 Fuel Cell,5.194976454144539e-09
IT1 4,H2 turbine,1.9184582977076412e-08
IT1 4,photocatalysis,2.130776107700806e-08
IT1 5,H2 Electrolysis,3.423801072787819e-08
IT1 5,H2 Fuel Cell,5.369182035532643e-09
IT1 5,H2 turbine,1.9181440183335827e-08
IT1 5,photocatalysis,7.009864564538759e-09
IT1 6,H2 Electrolysis,2.9573156201605213e-08
IT1 6,H2 Fuel Cell,5.665488944000524e-09
IT1 6,H2 turbine,1.9244478437189637e-08
IT1 6,photocatalysis,7.876508504627464e-09
IT1 7,H2 Electrolysis,0.034587925664467715
IT1 7,H2 Fuel Cell,5.2670684310753264e-09
IT1 7,H2 turbine,1.9265472051771056e-08
IT1 7,photocatalysis,2.4298477254158278e-08
IT1 8,H2 Electrolysis,0.017179111910426995
IT1 8,H2 Fuel Cell,5.550965531225876e-09
IT1 8,H2 turbine,1.9414068551911074e-08
IT1 8,photocatalysis,1.358721591359065e-08
IT1 9,H2 Electrolysis,3.9896723822138005e-08
IT1 9,H2 Fuel Cell,5.363872102110592e-09
IT1 9,H2 turbine,1.9188185025697506e-08
IT1 9,photocatalysis,7.966977561384832e-09
IT3 0,H2 Electrolysis,0.002328915677185075
IT3 0,H2 Fuel Cell,4.651110849789114e-09
IT3 0,H2 turbine,1.9430343712218107e-08
IT3 0,photocatalysis,1.8944000802871443e-08
LT6 0,H2 Electrolysis,0.007225203418090814
LT6 0,H2 Fuel Cell,5.440329469653058e-09
LT6 0,H2 turbine,2.2087171912614883e-08
LT6 0,photocatalysis,4.5590977330040525e-09
LU1 0,H2 Electrolysis,2.308834361834707e-08
LU1 0,H2 Fuel Cell,5.717042257637137e-09
LU1 0,H2 turbine,2.6316079508637386e-08
LU1 0,photocatalysis,5.12307656166441e-09
LV6 0,H2 Electrolysis,0.02363911694661235
LV6 0,H2 Fuel Cell,5.319146080133981e-09
LV6 0,H2 turbine,2.104848537046941e-08
LV6 0,photocatalysis,4.5186465129658506e-09
ME1 0,H2 Electrolysis,1.0432770729757017e-07
ME1 0,H2 Fuel Cell,5.2221825058329375e-09
ME1 0,H2 turbine,1.914743986380948e-08
ME1 0,photocatalysis,8.490056707219426e-09
MK1 0,H2 Electrolysis,3.9352985184140504e-07
MK1 0,H2 Fuel Cell,5.070431221688271e-09
MK1 0,H2 turbine,1.913921322981658e-08
MK1 0,photocatalysis,1.2637364211234591e-08
NL1 0,H2 Electrolysis,0.1810747164881558
NL1 0,H2 Fuel Cell,5.664948272227378e-09
NL1 0,H2 turbine,3.0433112685756896e-08
NL1 0,photocatalysis,4.982536797150383e-09
NL1 1,H2 Electrolysis,0.03371888969721858
NL1 1,H2 Fuel Cell,5.454765704572307e-09
NL1 1,H2 turbine,2.6192140698532096e-08
NL1 1,photocatalysis,4.705619749348163e-09
NL1 2,H2 Electrolysis,0.03354130068455446
NL1 2,H2 Fuel Cell,5.7398848370993145e-09
NL1 2,H2 turbine,3.013880149798447e-08
NL1 2,photocatalysis,4.980290491894892e-09
NL1 3,H2 Electrolysis,3.3030950013573475e-08
NL1 3,H2 Fuel Cell,5.781730905846147e-09
NL1 3,H2 turbine,2.9455134530796612e-08
NL1 3,photocatalysis,4.844322865744425e-09
NL1 4,H2 Electrolysis,0.15196544610785437
NL1 4,H2 Fuel Cell,5.617135588731752e-09
NL1 4,H2 turbine,2.8910343975587037e-08
NL1 4,photocatalysis,4.78000584212327e-09
NO2 0,H2 Electrolysis,0.023112724088448385
NO2 0,H2 Fuel Cell,4.975220021766396e-09
NO2 0,H2 turbine,2.128449253666858e-08
NO2 0,photocatalysis,4.266464417050068e-09
NO2 1,H2 Electrolysis,0.0018397589477336374
NO2 1,H2 Fuel Cell,4.673917594141805e-09
NO2 1,H2 turbine,1.9152166856501914e-08
NO2 2,H2 Electrolysis,0.01028707034607805
NO2 2,H2 Fuel Cell,4.724587878954588e-09
NO2 2,H2 turbine,1.9967327141105678e-08
NO2 2,photocatalysis,3.306988331390443e-09
NO2 3,H2 Electrolysis,0.037567131560923936
NO2 3,H2 Fuel Cell,4.904495912175466e-09
NO2 3,H2 turbine,2.1333666934633194e-08
NO2 3,photocatalysis,3.778445877920724e-09
NO2 4,H2 Electrolysis,1.258011654715421e-08
NO2 4,H2 Fuel Cell,4.534451965062475e-09
NO2 4,H2 turbine,1.9146581651116964e-08
NO2 4,photocatalysis,2.971818674018859e-09
NO2 5,H2 Electrolysis,0.02063392470739871
NO2 5,H2 Fuel Cell,4.66868557467746e-09
NO2 5,H2 turbine,1.9148158945562908e-08
NO2 5,photocatalysis,3.480468304682621e-09
PL1 0,H2 Electrolysis,4.929190124628502e-08
PL1 0,H2 Fuel Cell,6.192553466102211e-09
PL1 0,H2 turbine,2.6458156024816624e-08
PL1 0,photocatalysis,4.869465802214539e-09
PL1 1,H2 Electrolysis,0.01325841551248737
PL1 1,H2 Fuel Cell,6.0982128583072635e-09
PL1 1,H2 turbine,2.5483340619253645e-08
PL1 1,photocatalysis,4.883553121210088e-09
PL1 2,H2 Electrolysis,0.018118696965614155
PL1 2,H2 Fuel Cell,6.195508362303202e-09
PL1 2,H2 turbine,2.5721384772617525e-08
PL1 2,photocatalysis,4.015585001930312e-09
PL1 3,H2 Electrolysis,9.438098558174402e-08
PL1 3,H2 Fuel Cell,6.210927025230348e-09
PL1 3,H2 turbine,2.5994173877320963e-08
PL1 3,photocatalysis,4.8018781133370216e-09
