bus0,carrier,p_nom_opt
AL1 0,H2 Electrolysis,7.475055345951701e-08
AL1 0,H2 Fuel Cell,4.8147952979710415e-09
AL1 0,H2 turbine,1.7973692401105048e-08
AL1 0,photocatalysis,9.271915109178368e-09
AT1 0,H2 Electrolysis,2.1661008043037023e-08
AT1 0,H2 Fuel Cell,5.02556225438971e-09
AT1 0,H2 turbine,1.7983757430935377e-08
AT1 0,photocatalysis,4.992131287062148e-09
AT1 1,H2 Electrolysis,5.221969470780103e-08
AT1 1,H2 Fuel Cell,4.795900908417873e-09
AT1 1,H2 turbine,1.7948042995982473e-08
AT1 1,photocatalysis,5.02724240236428e-09
AT1 2,H2 Electrolysis,2.3024113542674767e-08
AT1 2,H2 Fuel Cell,5.033774250825665e-09
AT1 2,H2 turbine,1.7980045417487423e-08
AT1 2,photocatalysis,5.015564373214985e-09
BA1 0,H2 Electrolysis,2.5717071730904225e-08
BA1 0,H2 Fuel Cell,4.908145564759286e-09
BA1 0,H2 turbine,1.797715844711514e-08
BA1 0,photocatalysis,6.588633830550227e-09
BE1 0,H2 Electrolysis,0.01335113874653224
BE1 0,H2 Fuel Cell,4.610947668514919e-09
BE1 0,H2 turbine,1.7952945039288863e-08
BE1 0,photocatalysis,4.574651995658795e-09
BE1 1,H2 Electrolysis,0.010194355610469115
BE1 1,H2 Fuel Cell,4.6804367221078575e-09
BE1 1,H2 turbine,1.796147418695325e-08
BE1 1,photocatalysis,4.457462891429473e-09
BE1 2,H2 Electrolysis,9.618324826723456e-08
BE1 2,H2 Fuel Cell,4.691943617244224e-09
BE1 2,H2 turbine,1.7920689186176067e-08
BE1 2,photocatalysis,4.564395386284391e-09
BE1 3,H2 Electrolysis,2.529720781483304e-07
BE1 3,H2 Fuel Cell,4.667535954993086e-09
BE1 3,H2 turbine,1.7936175734974954e-08
BE1 3,photocatalysis,4.532885278780019e-09
BG1 0,H2 Electrolysis,0.0010779535830530314
BG1 0,H2 Fuel Cell,4.842969854345463e-09
BG1 0,H2 turbine,1.922093392917012e-08
BG1 0,photocatalysis,8.81055939396106e-09
CH1 0,H2 Electrolysis,5.866585660287148e-08
CH1 0,H2 Fuel Cell,4.809473587326862e-09
CH1 0,H2 turbine,1.7959970883643766e-08
CH1 0,photocatalysis,5.12316339631035e-09
CH1 1,H2 Electrolysis,2.90927714847541e-08
CH1 1,H2 Fuel Cell,4.7919777967647795e-09
CH1 1,H2 turbine,1.7962408014487245e-08
CH1 1,photocatalysis,5.504613082710193e-09
CZ1 0,H2 Electrolysis,1.8428067603750317e-08
CZ1 0,H2 Fuel Cell,5.118669926882848e-09
CZ1 0,H2 turbine,1.799146559533181e-08
CZ1 0,photocatalysis,4.449043638658266e-09
CZ1 1,H2 Electrolysis,2.502156585579558e-08
CZ1 1,H2 Fuel Cell,5.085043631489984e-09
CZ1 1,H2 turbine,1.798845813737353e-08
CZ1 1,photocatalysis,4.439434952870544e-09
CZ1 2,H2 Electrolysis,1.526480924470971e-08
CZ1 2,H2 Fuel Cell,5.1674961688488416e-09
CZ1 2,H2 turbine,1.8002776009054293e-08
CZ1 2,photocatalysis,4.4392654702959594e-09
DE1 0,H2 Electrolysis,1.7149179611527908e-08
DE1 0,H2 Fuel Cell,4.751570090187523e-09
DE1 0,H2 turbine,1.796242436369758e-08
DE1 0,photocatalysis,4.6538716782486144e-09
DE1 1,H2 Electrolysis,2.705157273893575e-08
DE1 1,H2 Fuel Cell,4.8126777183955394e-09
DE1 1,H2 turbine,1.7958999526932012e-08
DE1 1,photocatalysis,4.340796935317268e-09
DE1 10,H2 Electrolysis,1.9314626750566838e-08
DE1 10,H2 Fuel Cell,4.984176704821551e-09
DE1 10,H2 turbine,1.8115440816355298e-08
DE1 10,photocatalysis,4.357414854543356e-09
DE1 11,H2 Electrolysis,2.338586023324027e-08
DE1 11,H2 Fuel Cell,4.721939461644614e-09
DE1 11,H2 turbine,1.796611631025063e-08
DE1 11,photocatalysis,4.25027053920497e-09
DE1 12,H2 Electrolysis,0.10236052177091456
DE1 12,H2 Fuel Cell,4.705108957973177e-09
DE1 12,H2 turbine,1.7968800552140537e-08
DE1 12,photocatalysis,4.199654149850875e-09
DE1 13,H2 Electrolysis,2.0455271311501257e-08
DE1 13,H2 Fuel Cell,4.796508173991323e-09
DE1 13,H2 turbine,1.796442059409951e-08
DE1 13,photocatalysis,4.8611866141847e-09
DE1 14,H2 Electrolysis,1.641043895424864e-08
DE1 14,H2 Fuel Cell,4.77056442209631e-09
DE1 14,H2 turbine,1.7964992240267182e-08
DE1 14,photocatalysis,4.807895476218759e-09
DE1 15,H2 Electrolysis,1.7470006836515017e-08
DE1 15,H2 Fuel Cell,4.869436070119907e-09
DE1 15,H2 turbine,1.797923689003212e-08
DE1 15,photocatalysis,4.369608943026048e-09
DE1 16,H2 Electrolysis,1.9516808207019012e-08
DE1 16,H2 Fuel Cell,4.736982238125436e-09
DE1 16,H2 turbine,1.794498465968158e-08
DE1 16,photocatalysis,4.662523261880769e-09
DE1 17,H2 Electrolysis,3.267774224026804e-08
DE1 17,H2 Fuel Cell,4.8540306316276476e-09
DE1 17,H2 turbine,1.79681054160247e-08
DE1 17,photocatalysis,4.97957197161601e-09
DE1 18,H2 Electrolysis,1.9520922308760865e-08
DE1 18,H2 Fuel Cell,4.8764933968061475e-09
DE1 18,H2 turbine,1.7973870084002746e-08
DE1 18,photocatalysis,4.5815347576703936e-09
DE1 19,H2 Electrolysis,2.7659901695621575e-08
DE1 19,H2 Fuel Cell,4.8354470784064445e-09
DE1 19,H2 turbine,1.7977750192112284e-08
DE1 19,photocatalysis,4.263803430947436e-09
DE1 2,H2 Electrolysis,1.9705671670343273e-08
DE1 2,H2 Fuel Cell,4.647151470404137e-09
DE1 2,H2 turbine,1.7969306119691554e-08
DE1 2,photocatalysis,4.391033516641621e-09
DE1 20,H2 Electrolysis,1.9528116142275156e-08
DE1 20,H2 Fuel Cell,4.7350887924677885e-09
DE1 20,H2 turbine,1.796904212270848e-08
DE1 20,photocatalysis,4.303911716189738e-09
DE1 21,H2 Electrolysis,0.002866653172455547
DE1 21,H2 Fuel Cell,4.639639251477711e-09
DE1 21,H2 turbine,1.796769816739962e-08
DE1 21,photocatalysis,4.315593332699269e-09
DE1 22,H2 Electrolysis,1.857288491345518e-08
DE1 22,H2 Fuel Cell,4.778666218097241e-09
DE1 22,H2 turbine,1.7968414976905427e-08
DE1 22,photocatalysis,4.6638683297841755e-09
DE1 3,H2 Electrolysis,2.3063064735151843e-08
DE1 3,H2 Fuel Cell,4.853398058245795e-09
DE1 3,H2 turbine,1.7974882622389264e-08
DE1 3,photocatalysis,4.8362654948946434e-09
DE1 4,H2 Electrolysis,2.0387110246891557e-08
DE1 4,H2 Fuel Cell,5.002955347009539e-09
DE1 4,H2 turbine,1.808944372863535e-08
DE1 4,photocatalysis,4.307378565765726e-09
DE1 5,H2 Electrolysis,0.027327805971345438
DE1 5,H2 Fuel Cell,4.698383237280738e-09
DE1 5,H2 turbine,1.7966100207682346e-08
DE1 5,photocatalysis,4.2156210151583125e-09
DE1 6,H2 Electrolysis,2.3179413058142384e-08
DE1 6,H2 Fuel Cell,4.7592082792988895e-09
DE1 6,H2 turbine,1.796780842421344e-08
DE1 6,photocatalysis,5.0639275704256965e-09
DE1 7,H2 Electrolysis,2.7281448296609903e-08
DE1 7,H2 Fuel Cell,4.9213619210391315e-09
DE1 7,H2 turbine,1.806416794279687e-08
DE1 7,photocatalysis,4.368792848164829e-09
DE1 8,H2 Electrolysis,0.04111873231570692
DE1 8,H2 Fuel Cell,4.678335378963069e-09
DE1 8,H2 turbine,1.7961313818361205e-08
DE1 8,photocatalysis,4.238431312582739e-09
DE1 9,H2 Electrolysis,2.616362047122838e-08
DE1 9,H2 Fuel Cell,4.987769986227521e-09
DE1 9,H2 turbine,1.8067851735094892e-08
DE1 9,photocatalysis,4.37186230878026e-09
DK1 0,H2 Electrolysis,0.31675678658931516
DK1 0,H2 Fuel Cell,4.560105658821019e-09
DK1 0,H2 turbine,1.926263371192023e-08
DK1 0,photocatalysis,4.214013608542671e-09
