bus0,carrier,p_nom_opt
AL1 0,H2 Electrolysis,6.383385734507725e-08
AL1 0,H2 Fuel Cell,4.5604923722881555e-09
AL1 0,H2 turbine,1.5731719056762382e-08
AL1 0,photocatalysis,1.3834599364706788e-08
AT1 0,H2 Electrolysis,1.9575583184915113e-08
AT1 0,H2 Fuel Cell,4.7805773377109234e-09
AT1 0,H2 turbine,1.574781467373239e-08
AT1 0,photocatalysis,6.280854024313217e-09
AT1 1,H2 Electrolysis,5.350080567376481e-08
AT1 1,H2 Fuel Cell,4.4477090623909524e-09
AT1 1,H2 turbine,1.5676379000335702e-08
AT1 1,photocatalysis,6.547665268628182e-09
AT1 2,H2 Electrolysis,2.0507417020984997e-08
AT1 2,H2 Fuel Cell,4.7920270708959566e-09
AT1 2,H2 turbine,1.574237905701908e-08
AT1 2,photocatalysis,6.4167353764366085e-09
BA1 0,H2 Electrolysis,2.2744395554071665e-08
BA1 0,H2 Fuel Cell,4.656385179336027e-09
BA1 0,H2 turbine,1.573795633291804e-08
BA1 0,photocatalysis,8.953110141085874e-09
BE1 0,H2 Electrolysis,0.011875981899363093
BE1 0,H2 Fuel Cell,4.243961245926112e-09
BE1 0,H2 turbine,1.5725475779076052e-08
BE1 0,photocatalysis,5.8358933952198705e-09
BE1 1,H2 Electrolysis,0.003587380888724685
BE1 1,H2 Fuel Cell,4.329117149281233e-09
BE1 1,H2 turbine,1.5742651960077718e-08
BE1 1,photocatalysis,5.65655753006089e-09
BE1 2,H2 Electrolysis,1.0603711410693058e-07
BE1 2,H2 Fuel Cell,4.292692564866501e-09
BE1 2,H2 turbine,1.5644592398377308e-08
BE1 2,photocatalysis,5.807959949630681e-09
BE1 3,H2 Electrolysis,1.5238174788975634e-07
BE1 3,H2 Fuel Cell,4.276106631429235e-09
BE1 3,H2 turbine,1.5670510704868408e-08
BE1 3,photocatalysis,5.780532520010518e-09
BG1 0,H2 Electrolysis,4.678191375593359e-07
BG1 0,H2 Fuel Cell,4.709285137654122e-09
BG1 0,H2 turbine,1.6728397364080284e-08
BG1 0,photocatalysis,1.2954114504622077e-08
CH1 0,H2 Electrolysis,5.286471205218657e-08
CH1 0,H2 Fuel Cell,4.57398053593126e-09
CH1 0,H2 turbine,1.5714092402907107e-08
CH1 0,photocatalysis,6.53622191807779e-09
CH1 1,H2 Electrolysis,3.168302971555533e-08
CH1 1,H2 Fuel Cell,4.533791455904128e-09
CH1 1,H2 turbine,1.572143996537294e-08
CH1 1,photocatalysis,7.239342821746352e-09
CZ1 0,H2 Electrolysis,1.7564052586674128e-08
CZ1 0,H2 Fuel Cell,4.856669516855566e-09
CZ1 0,H2 turbine,1.5767096371947505e-08
CZ1 0,photocatalysis,5.515998640906252e-09
CZ1 1,H2 Electrolysis,2.3018981818693905e-08
