Bus,h2_generation_Electrolysis_MWh,h2_generation_Photocatalysis_MWh,h2_generation_SMR_MWh,h2_generation_SMR_CC_MWh,h2_generation_total_MWh,total_h2_demand_MWh
AL1 0,26.792446147284622,1.1447256660393244,0.7104751435222698,1.3158230783952338,29.96347003524145,20056.336769694033
AT1 0,8.249816259507423,0.4600745959673033,0.6526587406776464,1.1393565198038893,10.501906115956261,5510073.654283788
AT1 1,51.93348563427592,0.39898380755414736,0.6313636236726895,1.0881737131956475,54.0520067786984,298.1356200276052
AT1 2,8.656465844394589,0.4266415227876827,0.6429886363382078,1.1176522456531486,10.843748249173629,2120138.357299751
BA1 0,16.524735734977753,0.7200059178426303,0.6992017461208058,1.2803187648161583,19.22426216375735,270045.81118815485
BE1 0,7768349.746185333,0.3486556659647778,0.5954658169221025,0.987306920581177,7768351.677613736,2510372.2810987993
BE1 1,9370170.691214254,0.3256294844590645,0.5972418044599335,0.994059082218955,9370172.608144624,15740167.063778978
BE1 2,142.8644557530177,0.34611615682788394,0.5974906762629122,0.9931653974162449,144.80122798352474,18743740.330302175
BE1 3,2364696.2355335085,0.338684436606824,0.5953467434431511,0.9880228152945993,2364698.1575875035,13602932.206702605
BG1 0,548629.2792635302,1.0149474243384153,0.7382677108503484,1.3960639160720305,548632.4285425814,2190045.0160420067
CH1 0,19.275079726463954,0.4413815297943726,0.6175050929226275,1.0527038983425507,21.386670247523504,30678543.401155062
CH1 1,11.314628096519867,0.49490103061967017,0.6139452203252818,1.0417850844568202,13.465259431921638,6656236.368919152
CZ1 0,6.563531751420633,0.3521845974820902,0.6288492787513088,1.074257369947905,8.618822997601937,320436.4580122126
CZ1 1,8.885052232318273,0.3488257465292807,0.6381288133278644,1.0925461661346039,10.964552958310021,3291559.211039089
CZ1 2,5.374380820901171,0.35248406278835304,0.6208546918201876,1.0584535623174411,7.406173137827153,971233.4188373429
DE1 0,7.945584292746914,0.3673966771515902,0.6017401367001651,1.009688744907514,9.924409851506184,7237816.5125909895
DE1 1,14.858331489482874,0.3175411365603559,0.6037640179837147,1.0150911923909292,16.794727836417874,317.819111452329
DE1 10,7.706530112427218,0.32110950819236794,0.6152506636159488,1.0435502677392603,9.686440551974794,1331460.6760433498
DE1 11,10.186582567308232,0.3025590451631201,0.5957889945686046,0.992721837663167,12.077652444703123,15902023.354300324
DE1 12,52052235.53204823,0.2969038462604879,0.5803212743816568,0.9470335395197484,52052237.356306896,49352213.17050558
DE1 13,9.371674512858267,0.3939706336390238,0.6149934691514066,1.0437824090309107,11.424421024679607,140268.06973159872
DE1 14,6.621044277705357,0.39399689921689585,0.6064415791377129,1.0200780218787195,8.641560777938686,7381959.363595165
DE1 15,6.106470087510426,0.32172464533551276,0.6054361334908798,1.020823428967458,8.054454295304277,7563914.928896895
DE1 16,10.021390980281984,0.35980797253204977,0.6049655024296133,1.0151662954203426,12.001330750663989,4603249.898450643
DE1 17,47.18828419137236,0.41588838204473266,0.6288073673418249,1.0815290172805136,49.31450895803944,430083.196463359
DE1 18,8.01241037027851,0.35268366377935134,0.6161701185206423,1.047583702187422,10.028847854765926,10155.437505838618
DE1 19,12.3197449743225,0.3107204272392301,0.5930925499661466,0.9849751834100078,14.208533134937884,36213699.85661338
DE1 2,7.1333829749222915,0.3208349403552958,0.5990392154064665,1.001720813266949,9.054977943951004,83059928.87652676
DE1 20,8.11633120037173,0.30836571030915444,0.5988100357207009,1.0009158692448392,10.024422815646425,39745720.78284926
DE1 21,5019696.694254093,0.32266611228504016,0.5888733974082567,0.9717888887462515,5019698.577582492,90091.03227711047
DE1 22,8.421276836897372,0.3704556424078054,0.6041262754977459,1.0176073063164386,10.413466061119362,20566.159786242468
DE1 3,12.98751805141928,0.3937782241684069,0.6172763317984351,1.0508833572849534,15.049455964671075,360172.6508138225
DE1 4,7.983162368546875,0.31908786019454033,0.6124787642483259,1.035258634332894,9.949987627322637,1180292.747353958
DE1 5,41913378.40492463,0.3002926049614172,0.5886479916577247,0.9726924649916445,41913380.26655769,2790398.027039087
DE1 6,7.148515222340326,0.42801311126636366,0.6077224975382037,1.0240895836210606,9.208340414765955,5703126.004883685
DE1 7,13.751930502296556,0.3286568493445374,0.5999051046606463,1.0049257888018512,15.68541824510359,2085865.8935991477
DE1 8,28096482.989421852,0.2995685667190241,0.5928888743155856,0.9840464264126119,28096484.865925718,70116.50897380568
DE1 9,11.903766471925703,0.330290189481725,0.5986912287668085,0.9999211577678169,13.832669047942053,25195449.049623463
DK1 0,218014283.1000718,0.3032246674042838,0.5650300343831738,0.9031546819636612,218014284.87148115,141601320.3008726
DK2 0,43499295.20556581,0.34134469085368,0.5754702947706328,0.9322798563794387,43499297.05466065,21993199.844821885
EE6 0,7405987.286766192,0.26056725522183377,0.6522722323289274,1.0707755641101986,7405989.270381243,2000738.7812403645
ES1 0,40783610.62380437,25134900.854465574,0.5549391138487584,0.8729176208634921,65918512.90612668,58539229.74170184
ES1 1,6.268049584850074,3.830916865406539,0.5560917997632637,0.8763995810754504,11.531457831095327,40044.643968845674
ES1 10,6278943.412010659,2.5570459372385677,0.5595629810694411,0.888499348840983,6278947.4171189265,4043667.6012001396
ES1 2,11096316.786216263,2.3134815951180214,0.5668258542448854,0.9104138922938687,11096320.576937605,11495683.153611572
ES1 3,4298034.574031728,0.7308831338246842,0.5637510833442386,0.9003184724654507,4298036.768984418,16259761.721790975
ES1 4,22760072.19082809,7132625.357961743,0.5529318317955275,0.8672445004358407,29892698.968966164,32124587.589880068
