,coal,gas,nuclear,offwind-ac,offwind-dc,offwind-float,oil,onwind,photocatalysis,ror,rural solar thermal,solar,solar rooftop,solar-hsat,urban central solar thermal,urban decentral solar thermal,H2 Electrolysis,H2 Fuel Cell,H2 turbine,H2 storage,home battery,battery,H2 Electrolysis (Energy),photocatalysis (Energy),total power generation (Energy),pc market share,pc total annual cost,pc/pv cost relation,pc/wind cost relation,pc/el cost relation,pc capex,node count,flh electrolysis,flh photocatalysis,aghs,ughs,tot H2 storage,tot H2 storage cost,total H2 pipeline capacity,total H2 pipeline capacity cost,total new H2 pipeline capacity,total new H2 pipeline capacity cost,total repurposed H2 pipeline capacity,total repurposed H2 pipeline capacity cost,total system cost,ughs allowed,pc larger 1MW,nodal capacity node:el:pc,nodal LCOH node:el:pc
Unit,GW,GW,GW,GW,GW,GW,GW,GW,GW,GW,GW,GW,GW,GW,GW,GW,GW,GW,GW,GWh,GWh,GWh,TWh,TWh,TWh,%,Euro/a/kW,-,-,-,Euro/kW,-,h/a,h/a,TWh,TWh,TWh,Euro,TWkm,Euro,TWkm,Euro,TWkm,Euro,Euro,-,-,MW,Euro/kg
150_lv1.25_I_H_2045_3H_PC_650Euro,8.583149978416815,408.18189479856966,108.81410000000001,65.54309701307282,103.78296113687426,5.524955161355694,6.688012590575579,648.3578649535563,650.3561815880502,46.26457354257102,0.00013786110966273842,155.60182790066358,510.23516123160255,99.41381176225048,0.00029082124084997606,0.0001405315828723737,239.80992467643634,7.446368504364752e-05,0.00027876183134582685,,35.73788838562468,253.40831435735086,1046.9509060664973,1097.7025576825679,5283.00947030521,51.18321333665141,118.54537677278701,2.563679044212832,1.0805570675251845,0.7852110949043585,650,150,4365.753033278736,1687.8482726222119,0.1617774161743021,22.427550274124854,22.589327690299157,2953610511.4239254,112.77406882802933,2487738026.920685,64.58619680861717,1885257800.9800825,48.187872019412154,602480225.9406024,465019141157.62634,1,ES1 0;ES1 1;ES1 10;ES1 2;ES1 4;ES1 5;ES1 6;ES1 8;ES4 0;FR1 1;FR1 11;GR1 0;GR1 1;IT1 0;IT1 11;IT1 7;IT3 0;PT1 0;PT1 1,AL1 0:0.00261:0.00596;AT1 0:0.00149:0.00092;AT1 1:0.0038:0.0009;AT1 2:0.00159:0.0009;BA1 0:0.00228:0.00187;BE1 0:777.63069:0.00077;BE1 1:196.7614:0.00073;BE1 2:0.00747:0.00076;BE1 3:0.00877:0.00076;BG1 0:0.00309:0.00429;CH1 0:0.00299:0.00093;CH1 1:0.00233:0.00107;CZ1 0:0.00147:0.00077;CZ1 1:0.0016:0.00077;CZ1 2:0.00135:0.00078;DE1 0:0.00168:0.00079;DE1 1:0.00246:0.00071;DE1 10:0.00184:0.00073;DE1 11:0.00233:0.0007;DE1 12:9162.86128:0.00067;DE1 13:0.00187:0.00084;DE1 14:0.00152:0.00083;DE1 15:0.00156:0.00073;DE1 16:0.00225:0.00078;DE1 17:0.00264:0.00089;DE1 18:0.00169:0.00078;DE1 19:0.00288:0.0007;DE1 2:0.00207:0.00073;DE1 20:0.00209:0.00071;DE1 21:203.13243:0.00071;DE1 22:0.00164:0.0008;DE1 3:0.00192:0.00084;DE1 4:0.00199:0.00073;DE1 5:2596.75897:0.00068;DE1 6:0.00175:0.00091;DE1 7:0.00236:0.00073;DE1 8:3096.37804:0.00068;DE1 9:0.00246:0.00073;DK1 0:28352.06127:0.00067;DK2 0:5926.46423:0.00074;EE6 0:1099.72338:0.00061;ES1 0:1877.6455:46479.7623;ES1 1:0.00133:47451.54597;ES1 10:0.00731:48934.35792;ES1 2:0.12386:18607.58881;ES1 3:790.14206:0.00179;ES1 4:0.00876:69918.69614;ES1 5:0.0751:93080.17402;ES1 6:0.10365:29298.32995;ES1 7:4806.08902:0.00219;ES1 8:0.00994:41506.92744;ES1 9:549.74834:0.00578;ES4 0:0.00532:4864.28813;FI2 0:716.19918:0.00039;FI2 1:1438.59459:0.00056;FI2 2:875.55903:0.00053;FI2 3:1001.70893:0.00055;FR1 0:0.00684:0.00087;FR1 1:5858.8006:18504.43963;FR1 10:900.43476:0.0008;FR1 11:1874.72509:197.4037;FR1 12:0.00612:0.00102;FR1 13:0.00294:0.00149;FR1 14:1281.44172:0.00084;FR1 15:11273.2526:0.00096;FR1 16:477.56182:0.0008;FR1 17:0.00239:0.0011;FR1 18:1305.47006:0.0009;FR1 19:4213.21266:0.00291;FR1 2:0.0054:0.00115;FR1 20:0.00166:0.00089;FR1 21:43.99321:0.00132;FR1 3:48.58693:0.00146;FR1 4:0.01153:0.00114;FR1 5:0.01391:0.00083;FR1 6:5396.31092:0.00086;FR1 7:2838.40544:0.00079;FR1 8:107.69794:0.0018;FR1 9:0.00365:0.00111;GB0 0:10355.02306:0.00073;GB0 1:1384.26763:0.00075;GB0 10:4764.7404:0.00075;GB0 11:3909.69545:0.00069;GB0 12:10576.05966:0.00062;GB0 13:4206.57512:0.00056;GB0 14:317.86096:0.00069;GB0 2:3583.09014:0.00056;GB0 3:4987.43093:0.00065;GB0 4:3103.5156:0.00072;GB0 5:3127.01793:0.00067;GB0 6:9100.62642:0.00079;GB0 7:5459.16271:0.00076;GB0 8:9311.84742:0.00056;GB0 9:4035.37101:0.00068;GB5 0:3051.14674:0.00061;GR1 0:0.00287:38054.71895;GR1 1:0.00386:61677.88616;HR1 0:0.00218:0.00156;HU1 0:0.00188:0.0013;IE5 0:11277.4985:0.00067;IT1 0:70.40914:22757.03407;IT1 1:0.00225:0.00159;IT1 10:0.00932:0.00267;IT1 11:838.13594:21684.05437;IT1 12:0.00339:0.00278;IT1 13:0.00217:0.00179;IT1 2:0.00223:0.00218;IT1 3:0.01138:0.00803;IT1 4:36.27252:0.01022;IT1 5:0.00324:0.00127;IT1 6:0.00318:0.00167;IT1 7:0.02799:20279.92365;IT1 8:0.01516:0.01744;IT1 9:0.00289:0.00159;IT3 0:0.06292:94.55556;LT6 0:631.33702:0.00067;LU1 0:0.00197:0.00077;LV6 0:852.38941:0.00067;ME1 0:0.00215:0.00202;MK1 0:0.00306:0.00611;NL1 0:4978.16543:0.00075;NL1 1:2794.08864:0.00069;NL1 2:2059.94569:0.00076;NL1 3:0.0025:0.00073;NL1 4:12824.7734:0.00071;NO2 0:2089.78584:0.00063;NO2 1:178.7974:nan;NO2 2:1010.5203:0.00045;NO2 3:1979.21373:0.00051;NO2 4:0.00084:0.0004;NO2 5:2687.43096:0.00046;PL1 0:0.00349:0.00073;PL1 1:0.03906:0.00075;PL1 2:34.77475:0.00069;PL1 3:0.00388:0.00072;PL1 4:0.06485:0.0007;PL1 5:3120.35613:0.00072;PT1 0:0.00868:26429.73041;PT1 1:0.01199:40534.58151;RO1 0:0.00457:0.00199;RO1 1:0.00363:0.0019;RS1 0:0.00263:0.01144;SE2 0:119.46492:0.00051;SE2 1:5406.51843:0.00068;SE2 2:0.00101:0.00048;SE2 3:6094.89919:0.00064;SE2 4:0.00093:nan;SE2 5:363.57654:0.00051;SI1 0:0.00308:0.00113;SK1 0:0.00274:0.00097;,AL1 0:nan:nan;AT1 0:nan:nan;AT1 1:nan:nan;AT1 2:nan:nan;BA1 0:nan:nan;BE1 0:2.91546:nan;BE1 1:2.98379:nan;BE1 2:nan:nan;BE1 3:nan:nan;BG1 0:nan:nan;CH1 0:nan:nan;CH1 1:nan:nan;CZ1 0:nan:nan;CZ1 1:nan:nan;CZ1 2:nan:nan;DE1 0:nan:nan;DE1 1:nan:nan;DE1 10:nan:nan;DE1 11:nan:nan;DE1 12:2.94508:nan;DE1 13:nan:nan;DE1 14:nan:nan;DE1 15:nan:nan;DE1 16:nan:nan;DE1 17:nan:nan;DE1 18:nan:nan;DE1 19:nan:nan;DE1 2:nan:nan;DE1 20:nan:nan;DE1 21:2.91521:nan;DE1 22:nan:nan;DE1 3:nan:nan;DE1 4:nan:nan;DE1 5:3.00747:nan;DE1 6:nan:nan;DE1 7:nan:nan;DE1 8:3.03827:nan;DE1 9:nan:nan;DK1 0:3.03786:nan;DK2 0:3.05631:nan;EE6 0:3.03135:nan;ES1 0:3.23098:2.19194;ES1 1:nan:2.35903;ES1 10:nan:2.43632;ES1 2:nan:2.47237;ES1 3:3.23663:nan;ES1 4:nan:2.20432;ES1 5:nan:2.35097;ES1 6:nan:2.31758;ES1 7:3.30001:nan;ES1 8:nan:2.19418;ES1 9:3.37049:nan;ES4 0:nan:2.40284;FI2 0:3.27465:nan;FI2 1:3.24544:nan;FI2 2:3.23784:nan;FI2 3:3.24177:nan;FR1 0:nan:nan;FR1 1:3.01327:2.55455;FR1 10:2.93189:nan;FR1 11:3.06574:2.62046;FR1 12:nan:nan;FR1 13:nan:nan;FR1 14:2.99823:nan;FR1 15:3.0122:nan;FR1 16:2.94851:nan;FR1 17:nan:nan;FR1 18:2.94285:nan;FR1 19:3.07744:nan;FR1 2:nan:nan;FR1 20:nan:nan;FR1 21:3.11109:nan;FR1 3:3.02309:nan;FR1 4:nan:nan;FR1 5:nan:nan;FR1 6:3.02875:nan;FR1 7:2.95177:nan;FR1 8:3.10556:nan;FR1 9:nan:nan;GB0 0:2.93332:nan;GB0 1:3.06482:nan;GB0 10:2.96447:nan;GB0 11:2.9956:nan;GB0 12:3.11299:nan;GB0 13:2.75494:nan;GB0 14:3.02002:nan;GB0 2:3.04757:nan;GB0 3:3.03485:nan;GB0 4:3.00335:nan;GB0 5:2.95662:nan;GB0 6:2.97341:nan;GB0 7:3.04238:nan;GB0 8:2.98347:nan;GB0 9:3.03537:nan;GB5 0:3.14364:nan;GR1 0:nan:2.28434;GR1 1:nan:2.47736;HR1 0:nan:nan;HU1 0:nan:nan;IE5 0:3.10584:nan;IT1 0:2.68776:2.36203;IT1 1:nan:nan;IT1 10:nan:nan;IT1 11:2.67503:2.31857;IT1 12:nan:nan;IT1 13:nan:nan;IT1 2:nan:nan;IT1 3:nan:nan;IT1 4:2.70858:nan;IT1 5:nan:nan;IT1 6:nan:nan;IT1 7:nan:2.43698;IT1 8:nan:nan;IT1 9:nan:nan;IT3 0:nan:2.47745;LT6 0:3.09892:nan;LU1 0:nan:nan;LV6 0:3.09045:nan;ME1 0:nan:nan;MK1 0:nan:nan;NL1 0:2.9968:nan;NL1 1:3.05949:nan;NL1 2:2.96285:nan;NL1 3:nan:nan;NL1 4:2.97781:nan;NO2 0:3.18776:nan;NO2 1:3.15618:nan;NO2 2:3.33185:nan;NO2 3:3.22494:nan;NO2 4:nan:nan;NO2 5:3.29555:nan;PL1 0:nan:nan;PL1 1:nan:nan;PL1 2:2.957:nan;PL1 3:nan:nan;PL1 4:nan:nan;PL1 5:3.00815:nan;PT1 0:nan:2.51247;PT1 1:nan:2.34926;RO1 0:nan:nan;RO1 1:nan:nan;RS1 0:nan:nan;SE2 0:3.00832:nan;SE2 1:3.17332:nan;SE2 2:nan:nan;SE2 3:3.21875:nan;SE2 4:nan:nan;SE2 5:2.99797:nan;SI1 0:nan:nan;SK1 0:nan:nan;
150_lv1.25_I_H_2045_3H_PC_650Euro_3pct_efficiency,8.58298800982223,320.8709417414163,108.81410000000001,119.23760112670695,129.3197876582593,5.524958492877025,18.612765917857025,725.2281746068627,284.79434768410243,46.26457354257102,0.0001342582998305401,152.53788411951365,661.5758117079923,168.52913425483612,0.00028097048410993515,0.0001436730713124991,361.3314282685194,6.962890423145185e-05,0.0002722164311370317,,51.04803721942372,451.53948851879,1560.1481483029795,464.8872114023171,6075.835691394812,22.95699229024683,118.54537677278701,2.563679044212832,1.0805570675251845,0.7852110949043585,650,150,4317.775942654988,1632.3610885633727,0.09591651560442407,12.68279518345969,12.778711699064115,1682835527.2308636,90.36140810450613,1789152599.6553633,39.51474230656839,1153419435.1289723,50.84666579793774,635733164.526391,472732557438.0614,1,AL1 0;BG1 0;ES1 0;ES1 1;ES1 10;ES1 2;ES1 4;ES1 5;ES1 6;ES1 7;ES1 8;ES1 9;ES4 0;FR1 1;FR1 11;FR1 19;GR1 0;GR1 1;IT1 0;IT1 11;IT1 3;IT1 4;IT1 7;IT1 8;IT3 0;MK1 0;PT1 0;PT1 1,AL1 0:0.00241:7907.78308;AT1 0:0.00185:0.00131;AT1 1:0.00598:0.0011;AT1 2:0.002:0.00121;BA1 0:0.00267:0.00435;BE1 0:1552.23796:0.00088;BE1 1:1921.8046:0.00083;BE1 2:0.01705:0.00088;BE1 3:399.00885:0.00086;BG1 0:0.00433:1963.32933;CH1 0:0.00385:0.00125;CH1 1:0.00269:0.0015;CZ1 0:0.0015:0.00089;CZ1 1:0.00187:0.00089;CZ1 2:0.00139:0.0009;DE1 0:0.00203:0.00094;DE1 1:0.00302:0.0008;DE1 10:0.00198:0.00081;DE1 11:0.00269:0.00077;DE1 12:10229.21681:0.00074;DE1 13:0.00216:0.00103;DE1 14:0.00172:0.00102;DE1 15:0.00174:0.00082;DE1 16:0.00264:0.00091;DE1 17:0.00453:0.0011;DE1 18:0.00197:0.00091;DE1 19:0.00263:0.00078;DE1 2:0.0022:0.00082;DE1 20:0.00232:0.00079;DE1 21:731.83168:0.0008;DE1 22:0.00187:0.00095;DE1 3:0.00243:0.00103;DE1 4:0.00205:0.00081;DE1 5:6208.27562:0.00076;DE1 6:0.00177:0.00113;DE1 7:0.00272:0.00082;DE1 8:5281.82913:0.00075;DE1 9:0.00268:0.00083;DK1 0:38275.7125:0.00075;DK2 0:9119.51504:0.00084;EE6 0:1459.65395:0.00066;ES1 0:4249.00746:13943.92868;ES1 1:0.00144:14235.46382;ES1 10:463.1123:14680.30737;ES1 2:1160.66183:5582.27664;ES1 3:895.54085:0.00587;ES1 4:2226.66025:20975.60883;ES1 5:1916.94698:27924.05219;ES1 6:904.18532:8789.49898;ES1 7:6213.20397:4774.7222;ES1 8:934.55958:12452.07822;ES1 9:103.60405:19587.71192;ES4 0:0.00935:1459.28646;FI2 0:919.13211:0.00037;FI2 1:2971.76926:0.00059;FI2 2:1425.64173:0.00055;FI2 3:3235.29665:0.00057;FR1 0:2494.9705:0.0011;FR1 1:8260.24124:5551.33192;FR1 10:1241.74195:0.00098;FR1 11:2208.47567:4273.71224;FR1 12:0.07717:0.00146;FR1 13:0.00392:0.00279;FR1 14:2153.74617:0.00145;FR1 15:11501.3242:0.00126;FR1 16:705.52158:0.00095;FR1 17:0.00269:0.00172;FR1 18:2953.69127:0.00117;FR1 19:5003.06143:7356.77824;FR1 2:0.01161:0.00166;FR1 20:0.00171:0.00116;FR1 21:0.01849:0.00223;FR1 3:804.40878:0.00291;FR1 4:6.6463:0.00175;FR1 5:78.91921:0.00103;FR1 6:6549.87974:0.00104;FR1 7:5390.73479:0.00091;FR1 8:331.57823:0.00518;FR1 9:628.67848:0.0016;GB0 0:12320.45417:0.00081;GB0 1:1404.25102:0.00087;GB0 10:6998.80387:0.00085;GB0 11:9439.47957:0.00078;GB0 12:12156.74746:0.00067;GB0 13:8031.06526:0.00058;GB0 14:364.74769:0.00077;GB0 2:4328.08286:0.00061;GB0 3:5109.87709:0.00071;GB0 4:9403.14078:0.0008;GB0 5:6457.38928:0.00073;GB0 6:10026.53029:0.00093;GB0 7:7158.54524:0.00088;GB0 8:12403.35944:0.00059;GB0 9:6183.93591:0.00075;GB5 0:4575.48672:0.00065;GR1 0:1422.12438:11416.41568;GR1 1:1881.5281:18503.36586;HR1 0:0.00416:0.00345;HU1 0:0.00343:0.00178;IE5 0:12701.85846:0.00074;IT1 0:1385.55994:6827.14568;IT1 1:0.00255:0.00376;IT1 10:0.00788:0.00457;IT1 11:3189.21994:6505.21633;IT1 12:0.0021:0.00503;IT1 13:0.00215:0.00454;IT1 2:0.00186:0.00363;IT1 3:0.01136:12780.38383;IT1 4:0.02202:4679.8945;IT1 5:0.00357:0.00203;IT1 6:0.00305:0.00357;IT1 7:2067.94699:10312.45457;IT1 8:0.00749:8589.97967;IT1 9:0.00339:0.00351;IT3 0:0.05157:6189.83397;LT6 0:645.29265:0.00076;LU1 0:0.00209:0.00082;LV6 0:2082.41218:0.00074;ME1 0:0.00324:0.00343;MK1 0:0.00226:7442.32762;NL1 0:14271.71956:0.00086;NL1 1:3223.26546:0.00077;NL1 2:2969.42121:0.00086;NL1 3:0.00311:0.00082;NL1 4:14617.98884:0.0008;NO2 0:2331.13081:0.00066;NO2 1:157.26047:nan;NO2 2:1011.73368:0.00046;NO2 3:3165.9385:0.00053;NO2 4:0.00099:0.0004;NO2 5:2565.03254:0.00048;PL1 0:0.00415:0.00082;PL1 1:675.97006:0.00085;PL1 2:1225.25383:0.00076;PL1 3:0.00542:0.00082;PL1 4:642.27327:0.00077;PL1 5:4635.49544:0.0008;PT1 0:150.41199:7928.92294;PT1 1:0.09192:12160.37444;RO1 0:121.85932:0.00302;RO1 1:0.01122:0.00361;RS1 0:0.00489:0.00475;SE2 0:109.12499:0.00053;SE2 1:6071.16368:0.00077;SE2 2:0.00115:0.00041;SE2 3:8170.30266:0.0007;SE2 4:0.00086:nan;SE2 5:365.71141:0.00052;SI1 0:0.00678:0.00162;SK1 0:0.01945:0.00126;,AL1 0:nan:2.70131;AT1 0:nan:nan;AT1 1:nan:nan;AT1 2:nan:nan;BA1 0:nan:nan;BE1 0:3.10092:nan;BE1 1:3.15443:nan;BE1 2:nan:nan;BE1 3:3.15975:nan;BG1 0:nan:2.76372;CH1 0:nan:nan;CH1 1:nan:nan;CZ1 0:nan:nan;CZ1 1:nan:nan;CZ1 2:nan:nan;DE1 0:nan:nan;DE1 1:nan:nan;DE1 10:nan:nan;DE1 11:nan:nan;DE1 12:3.14597:nan;DE1 13:nan:nan;DE1 14:nan:nan;DE1 15:nan:nan;DE1 16:nan:nan;DE1 17:nan:nan;DE1 18:nan:nan;DE1 19:nan:nan;DE1 2:nan:nan;DE1 20:nan:nan;DE1 21:3.09119:nan;DE1 22:nan:nan;DE1 3:nan:nan;DE1 4:nan:nan;DE1 5:3.208:nan;DE1 6:nan:nan;DE1 7:nan:nan;DE1 8:3.22787:nan;DE1 9:nan:nan;DK1 0:3.23181:nan;DK2 0:3.24688:nan;EE6 0:3.16443:nan;ES1 0:3.25668:2.19194;ES1 1:nan:2.35232;ES1 10:3.30714:2.43632;ES1 2:3.27026:2.47237;ES1 3:3.33349:nan;ES1 4:3.33242:2.20281;ES1 5:3.39655:2.35097;ES1 6:3.35558:2.31758;ES1 7:3.29058:2.77361;ES1 8:3.30179:2.19233;ES1 9:3.40936:2.61085;ES4 0:nan:2.40119;FI2 0:3.40503:nan;FI2 1:3.46835:nan;FI2 2:3.34857:nan;FI2 3:3.41438:nan;FR1 0:3.14752:nan;FR1 1:3.14004:2.55455;FR1 10:3.12438:nan;FR1 11:3.26177:2.62046;FR1 12:nan:nan;FR1 13:nan:nan;FR1 14:3.17285:nan;FR1 15:3.16688:nan;FR1 16:3.12703:nan;FR1 17:nan:nan;FR1 18:3.13339:nan;FR1 19:3.21119:2.80038;FR1 2:nan:nan;FR1 20:nan:nan;FR1 21:nan:nan;FR1 3:3.19735:nan;FR1 4:3.26573:nan;FR1 5:3.14249:nan;FR1 6:3.21784:nan;FR1 7:3.12401:nan;FR1 8:3.2607:nan;FR1 9:3.13948:nan;GB0 0:3.11676:nan;GB0 1:3.32396:nan;GB0 10:3.19241:nan;GB0 11:3.15293:nan;GB0 12:3.29983:nan;GB0 13:2.90904:nan;GB0 14:3.24664:nan;GB0 2:3.25078:nan;GB0 3:3.28388:nan;GB0 4:3.197:nan;GB0 5:3.20859:nan;GB0 6:3.16185:nan;GB0 7:3.28839:nan;GB0 8:3.19143:nan;GB0 9:3.16819:nan;GB5 0:3.26298:nan;GR1 0:2.85405:2.28336;GR1 1:2.91565:2.47736;HR1 0:nan:nan;HU1 0:nan:nan;IE5 0:3.29619:nan;IT1 0:2.86099:2.35401;IT1 1:nan:nan;IT1 10:nan:nan;IT1 11:2.86636:2.31426;IT1 12:nan:nan;IT1 13:nan:nan;IT1 2:nan:nan;IT1 3:nan:2.56564;IT1 4:nan:2.45095;IT1 5:nan:nan;IT1 6:nan:nan;IT1 7:2.89979:2.43574;IT1 8:nan:2.62033;IT1 9:nan:nan;IT3 0:nan:2.48375;LT6 0:3.28101:nan;LU1 0:nan:nan;LV6 0:3.28033:nan;ME1 0:nan:nan;MK1 0:nan:2.67396;NL1 0:3.2838:nan;NL1 1:3.28545:nan;NL1 2:3.14423:nan;NL1 3:nan:nan;NL1 4:3.17808:nan;NO2 0:3.38998:nan;NO2 1:3.33629:nan;NO2 2:3.50109:nan;NO2 3:3.41785:nan;NO2 4:nan:nan;NO2 5:3.42622:nan;PL1 0:nan:nan;PL1 1:3.14646:nan;PL1 2:3.14862:nan;PL1 3:nan:nan;PL1 4:3.15335:nan;PL1 5:3.20655:nan;PT1 0:3.41766:2.51247;PT1 1:nan:2.34926;RO1 0:3.04887:nan;RO1 1:nan:nan;RS1 0:nan:nan;SE2 0:3.21966:nan;SE2 1:3.37826:nan;SE2 2:nan:nan;SE2 3:3.40638:nan;SE2 4:nan:nan;SE2 5:3.22096:nan;SI1 0:nan:nan;SK1 0:nan:nan;
